#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature
177,Starshine,Stevie Nicks,17,138,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,04:05,57,97,1,0,71,0,20,-4,A#/B♭ Major,4
178,If You Were My Love,Stevie Nicks,18,95,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,05:00,51,50,45,0,14,0,10,-8,D Minor,4
179,Mabel Normand,Stevie Nicks,19,110,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,04:53,62,85,1,0,67,0,10,-6,A#/B♭ Minor,4
180,Twisted,Stevie Nicks,18,106,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,04:29,56,72,0,0,48,0,20,-7,E Major,4
181,24 Karat Gold,Stevie Nicks,20,123,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,04:09,69,71,8,0,70,0,10,-6,A Minor,4
182,Belle Fleur,Stevie Nicks,18,120,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,05:37,60,84,1,0,71,0,10,-7,D#/E♭ Major,4
183,All the Beautiful Worlds,Stevie Nicks,15,99,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,05:01,59,67,31,0,46,0,10,-8,A Minor,4
184,Lady,Stevie Nicks,16,83,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,04:57,33,36,85,0,19,0,10,-8,D#/E♭ Major,4
185,I Don't Care,Stevie Nicks,12,135,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,06:09,43,81,9,0,39,0,10,-4,G Major,4
186,Watch Chain,Stevie Nicks,13,78,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,04:09,60,63,2,0,88,0,0,-5,C Major,4
187,Hard Advice,Stevie Nicks,13,174,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,04:20,36,61,15,0,23,0,10,-7,A#/B♭ Major,4
188,Carousel,Stevie Nicks,15,117,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,03:19,59,53,69,0,60,0,0,-8,F#/G♭ Major,4
189,Blue Water,Stevie Nicks,16,184,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,04:26,45,60,39,0,29,0,10,-8,C Major,4
190,Cathouse Blues,Stevie Nicks,10,104,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,02:48,60,50,45,0,47,0,20,-8,B Major,4
191,The Dealer,Stevie Nicks,26,122,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,04:38,70,78,4,0,46,0,0,-6,F Major,4
192,She Loves Him Still,Stevie Nicks,14,82,heartland rock,Rock,24 Karat Gold: Songs from the Vault (Deluxe Edition),30/09/2014,04:29,53,32,64,0,16,0,0,-11,G Major,4
193,Southern Accents,"Charles Kelley,Stevie Nicks",25,84,"country pop, heartland rock","Pop, Rock",The Driver,05/02/2016,04:14,57,37,14,0,29,0,10,-9,F Major,4
194,Crying In The Night - Live,Stevie Nicks,14,198,heartland rock,Rock,Crying In The Night (Live) / Gypsy (Live),20/10/2020,02:55,25,78,11,0,43,0,80,-9,A Major,4
195,Beautiful People Beautiful Problems (feat. Stevie Nicks),"Lana Del Rey,Stevie Nicks",63,123,"art pop, pop, heartland rock","Pop, Rock",Lust For Life,21/07/2017,04:13,51,43,83,0,13,0,0,-8,F Major,4
196,Santa Claus Is Coming to Town - Live; with Stevie Nicks,"Chris Isaak,Stevie Nicks",6,134,"mellow gold, heartland rock",Rock,Chris Isaak Christmas Live on Soundstage,10/11/2017,03:02,59,65,61,0,56,0,90,-6,A Major,4
197,Borrowed (Re-Imagined),"LeAnn Rimes,Stevie Nicks",25,130,"contemporary country, country, country dawn, country road, heartland rock","Country, Rock",Borrowed (Re-Imagined),20/06/2018,03:32,61,39,86,0,20,0,10,-8,G#/A♭ Major,4
198,Prove You Wrong,"Sheryl Crow,Stevie Nicks,Maren Morris",27,121,"lilith, new wave pop, permanent wave, pop rock, singer-songwriter, heartland rock, classic texas country, contemporary country","Country, Rock, Folk/Acoustic, Pop",Prove You Wrong,05/06/2019,03:41,53,94,0,0,73,0,10,-3,D Major,4
199,Show Them The Way,Stevie Nicks,35,113,heartland rock,Rock,Show Them The Way,09/10/2020,06:31,62,81,3,0,32,0,10,-8,F Minor,4
200,Dreams (with Deep Dish),"Stevie Nicks,Deep Dish",48,130,"heartland rock, classic progressive house, disco house, diva house, tribal house","Electronic, Rock",Crystal Visions...The Very Best of Stevie Nicks,27/03/2007,04:39,64,93,9,1,60,0,0,-5,C♯/D♭ Major,4
201,Rhiannon - Live 2005,Stevie Nicks,44,127,heartland rock,Rock,Crystal Visions...The Very Best of Stevie Nicks,27/03/2007,07:01,36,75,9,0,17,0,90,-7,A Minor,4
202,Landslide (with the Melbourne Symphony) - Live 2006,"Stevie Nicks,Melbourne Symphony Orchestra",32,153,"heartland rock, orchestra","Rock, Classical",Crystal Visions...The Very Best of Stevie Nicks,27/03/2007,04:14,25,49,79,0,46,0,90,-9,A#/B♭ Major,4
203,Edge of Seventeen (with the Melbourne Symphony) - Live 2006,"Stevie Nicks,Melbourne Symphony",28,115,"heartland rock, ",Rock,Crystal Visions...The Very Best of Stevie Nicks,27/03/2007,09:14,43,91,1,0,21,0,90,-5,E Minor,4
204,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),"Miley Cyrus,Stevie Nicks",56,110,"pop, heartland rock","Rock, Pop",Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),06/11/2020,03:40,68,74,3,0,28,0,0,-5,E Minor,4
205,Stolen Car,"Elton John,Stevie Nicks",20,140,"glam rock, mellow gold, piano rock, rock, heartland rock",Rock,The Lockdown Sessions,22/10/2021,05:37,52,76,1,0,23,0,20,-4,C♯/D♭ Major,4
206,Cotton Candy Land,"Stevie Nicks,Chris Isaak",42,190,"heartland rock, mellow gold",Rock,ELVIS (Original Motion Picture Soundtrack),24/06/2022,02:42,41,57,31,1,56,0,10,-9,G Major,4
207,For What It's Worth - 2022,Stevie Nicks,37,98,heartland rock,Rock,Complete Studio Albums & Rarities,28/07/2023,04:49,68,56,2,17,54,0,10,-10,E Major,4
