#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature
164,The Real Snow White,The Cure,29,110,"new wave, permanent wave, rock, uk post-punk",Rock,4:13 Dream,27/10/2008,04:41,49,93,9,0,44,0,10,-2,A Minor,4
165,The Hungry Ghost,The Cure,39,110,"new wave, permanent wave, rock, uk post-punk",Rock,4:13 Dream,27/10/2008,04:29,57,90,2,0,48,0,10,-3,C♯/D♭ Minor,4
166,Switch,The Cure,27,135,"new wave, permanent wave, rock, uk post-punk",Rock,4:13 Dream,27/10/2008,03:42,33,97,2,54,38,10,70,-2,E Minor,4
167,The Perfect Boy,The Cure,33,110,"new wave, permanent wave, rock, uk post-punk",Rock,4:13 Dream,27/10/2008,03:21,67,72,38,0,58,0,0,-5,G Major,4
168,This. Here And Now. With You,The Cure,31,118,"new wave, permanent wave, rock, uk post-punk",Rock,4:13 Dream,27/10/2008,04:06,61,85,2,0,43,0,20,-4,D Major,4
169,The Scream,The Cure,27,120,"new wave, permanent wave, rock, uk post-punk",Rock,4:13 Dream,27/10/2008,04:35,47,98,4,34,4,10,20,-3,E Minor,4
170,It's Over,The Cure,26,150,"new wave, permanent wave, rock, uk post-punk",Rock,4:13 Dream,27/10/2008,04:16,38,100,0,70,20,10,30,-1,A Minor,4
171,Sleep When I'm Dead,The Cure,30,140,"new wave, permanent wave, rock, uk post-punk",Rock,4:13 Dream,27/10/2008,03:50,48,97,10,0,30,10,30,-2,D Minor,4
172,10:15 Saturday Night,The Cure,22,174,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:43,66,45,1,3,42,0,0,-10,A Minor,4
173,Plastic Passion,The Cure,24,217,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,02:16,49,70,1,0,96,0,0,-6,F#/G♭ Minor,5
174,Pillbox Tales,The Cure,16,138,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,02:56,31,95,8,0,88,0,30,-4,C Major,3
175,Do the Hansa,The Cure,17,140,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,02:40,63,88,7,1,84,0,10,-5,C Major,4
176,I'm Cold,The Cure,20,136,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,02:49,39,88,0,7,55,0,30,-5,F#/G♭ Minor,4
177,Another Journey by Train,The Cure,24,176,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:06,60,91,6,77,96,0,10,-7,D Minor,4
178,Descent,The Cure,16,92,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:09,81,39,2,93,63,0,10,-12,B Major,4
179,Splintered in Her Head,The Cure,16,118,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,05:17,63,90,0,73,45,0,0,-8,D#/E♭ Minor,4
180,Just One Kiss,The Cure,19,131,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:10,60,84,11,85,64,0,30,-6,A Minor,4
181,The Dream,The Cure,16,132,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:12,83,70,27,0,93,0,10,-8,C Major,4
182,The Upstairs Room,The Cure,22,143,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:31,71,76,9,0,83,0,30,-6,D Major,4
183,La Ment,The Cure,20,120,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:25,63,81,10,69,54,0,20,-6,D Minor,4
184,Speak My Language,The Cure,15,126,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,02:43,64,82,38,1,90,0,20,-6,A Minor,4
185,Mr. Pink Eyes,The Cure,16,131,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,02:45,47,96,9,17,75,0,30,-4,C♯/D♭ Major,4
186,Happy the Man,The Cure,16,108,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,02:47,73,66,58,2,79,0,20,-6,A Major,4
187,Throw Your Foot,The Cure,20,148,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:33,58,93,4,0,80,0,30,-4,B Minor,4
188,New Day,The Cure,15,141,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:10,59,94,0,0,48,0,0,-5,B Major,4
189,The Exploding Boy,The Cure,33,141,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,02:54,32,88,1,0,55,0,10,-3,A#/B♭ Major,4
190,A Few Hours After This... - .,The Cure,22,134,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,02:28,63,84,11,0,73,0,30,-5,F#/G♭ Major,4
191,A Man Inside My Mouth,The Cure,22,151,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:07,71,96,59,1,90,0,0,-4,E Minor,4
192,Stop Dead,The Cure,17,138,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:02,71,97,65,2,77,0,10,-3,G Major,4
193,A Japanese Dream,The Cure,16,115,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:29,55,95,9,0,78,0,30,-3,D Major,4
194,Breathe,The Cure,18,83,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:48,36,55,86,83,15,0,0,-6,C Major,4
195,A Chain of Flowers,The Cure,21,107,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:55,52,87,71,34,49,0,30,-5,E Minor,4
196,Snow in Summer,The Cure,17,147,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:27,47,84,9,0,84,0,10,-4,A Major,4
197,Sugar Girl,The Cure,19,211,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:15,64,45,73,3,64,0,10,-9,C Major,4
198,Icing Sugar,The Cure,13,142,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:23,51,74,75,55,75,0,0,-5,D Minor,4
199,How Beautiful You Are,The Cure,15,145,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:25,52,98,1,0,64,0,30,-4,G Major,4
200,To the Sky,The Cure,25,112,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,05:15,69,79,81,44,73,0,10,-7,A Major,4
201,Babble,The Cure,17,83,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:18,32,92,45,1,26,0,40,-6,A Minor,4
202,Out of Mind,The Cure,14,123,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:51,49,98,7,0,14,10,30,-4,G Minor,4
203,2 Late,"The Cure,Chris Parry,Robert Smith",27,156,"new wave, permanent wave, rock, uk post-punk, ",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,02:41,43,87,24,6,79,0,20,-4,G Major,4
204,Hello I Love You,The Cure,19,132,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:31,46,99,18,0,56,0,20,-3,E Major,4
205,Harold & Joe,The Cure,20,116,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,05:09,57,86,2,82,59,0,30,-8,C Major,4
206,This Twilight Garden,The Cure,31,92,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:45,41,80,15,1,34,0,0,-6,C Minor,4
207,Play,The Cure,19,158,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:36,36,85,3,50,54,0,0,-7,E Minor,4
208,Halo,The Cure,32,88,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:47,49,95,0,23,84,0,30,-5,D Major,4
209,Scared as You,The Cure,18,144,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:12,53,91,1,41,50,0,10,-6,E Minor,4
210,The Big Hand,The Cure,19,166,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:53,48,77,42,0,44,0,10,-6,D Minor,4
211,A Foolish Arrangement,The Cure,16,148,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:51,38,83,1,0,49,0,20,-4,D Major,4
212,Purple Haze,The Cure,26,108,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,05:22,65,90,1,70,66,0,20,-7,D Minor,4
213,Burn,The Cure,39,104,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,06:37,57,94,0,60,54,0,30,-9,D Minor,4
214,Young Americans,The Cure,23,88,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,06:23,70,93,12,0,94,0,20,-7,A#/B♭ Minor,4
215,Dredd Song,The Cure,16,137,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:25,42,74,1,0,17,0,10,-5,B Minor,4
216,It Used to Be Me,The Cure,16,94,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,06:50,57,58,63,1,37,0,0,-7,D#/E♭ Minor,4
217,Ocean,The Cure,15,168,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:29,34,57,61,12,51,0,30,-11,F Major,4
218,Adonais,The Cure,14,101,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:11,60,83,13,0,35,0,10,-5,E Minor,4
219,Home,The Cure,15,80,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:24,46,82,4,0,59,0,10,-6,F#/G♭ Minor,4
220,Waiting,The Cure,15,91,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:34,52,73,11,0,38,0,30,-6,E Minor,4
221,A Pink Dream,The Cure,14,139,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,03:44,52,96,27,0,36,0,30,-4,G Major,4
222,More Than This,The Cure,19,84,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,05:11,50,66,11,1,51,0,0,-9,A#/B♭ Minor,4
223,World in My Eyes,The Cure,19,122,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:52,59,94,0,8,78,0,70,-5,C♯/D♭ Major,4
224,Possession - Unreleased 2000,The Cure,13,120,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,05:17,58,99,22,3,44,0,0,-3,D Major,4
225,Out of This World - Unreleased 2000,The Cure,11,90,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,07:01,67,60,4,21,13,0,20,-9,D Major,4
226,"Doing the Unstuck - Unreleased 12 Version""",The Cure,12,128,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,05:55,56,89,1,0,55,0,0,-6,D Major,4
227,Coming Up,The Cure,11,110,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,06:27,36,98,5,0,5,10,30,-3,E Minor,4
228,Signal to Noise,The Cure,12,130,"new wave, permanent wave, rock, uk post-punk",Rock,"Join the Dots: B-Sides and Rarities, 1978-2001 (The Fiction Years)",08/02/2005,04:07,50,98,0,38,37,0,10,-4,G Major,4
229,Wrong Number - Single Mix,The Cure,32,120,"new wave, permanent wave, rock, uk post-punk",Rock,Galore,17/10/1997,06:01,55,97,3,0,52,0,10,-4,D Major,4
230,Just Say Yes,The Cure,33,110,"new wave, permanent wave, rock, uk post-punk",Rock,Greatest Hits,13/11/2001,03:27,62,97,0,2,53,0,40,-3,E Minor,4
231,Let's Go To Bed,The Cure,53,128,"new wave, permanent wave, rock, uk post-punk",Rock,Japanese Whispers,16/12/1983,03:34,80,77,52,33,74,10,30,-13,C Minor,4
232,The Dream,The Cure,25,132,"new wave, permanent wave, rock, uk post-punk",Rock,Japanese Whispers,16/12/1983,03:12,59,55,41,0,94,10,10,-13,C Major,4
233,Just One Kiss,The Cure,26,131,"new wave, permanent wave, rock, uk post-punk",Rock,Japanese Whispers,16/12/1983,04:09,59,55,22,66,67,0,30,-16,A Minor,4
234,The Upstairs Room,The Cure,29,143,"new wave, permanent wave, rock, uk post-punk",Rock,Japanese Whispers,16/12/1983,03:30,71,53,18,0,93,0,30,-13,D Major,4
235,The Walk,"The Cure,Mark Saunders",45,131,"new wave, permanent wave, rock, uk post-punk, ",Rock,Japanese Whispers,16/12/1983,03:29,72,56,36,0,93,0,30,-14,B Minor,4
236,Speak My Language,The Cure,24,127,"new wave, permanent wave, rock, uk post-punk",Rock,Japanese Whispers,16/12/1983,02:40,64,53,49,1,92,0,0,-14,A Minor,4
237,La Ment,The Cure,25,120,"new wave, permanent wave, rock, uk post-punk",Rock,Japanese Whispers,16/12/1983,04:20,62,66,6,15,57,0,30,-13,D Minor,4
238,The Lovecats,The Cure,55,92,"new wave, permanent wave, rock, uk post-punk",Rock,Japanese Whispers,16/12/1983,03:40,75,57,46,0,97,0,30,-13,A Minor,4
239,Cut Here,The Cure,41,135,"new wave, permanent wave, rock, uk post-punk",Rock,Greatest Hits,13/11/2001,04:10,62,91,1,1,87,0,20,-3,D Major,4
