#,Song,Artist,Popularity,BPM,Genres,Parent-Genres,Album,Album-Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time-Signature,Added-At,Spotify-Track-Id,Track-Id,Album-Label
91,Everything Has Changed (feat. Ed Sheeran) (Taylor's Version),"Taylor Swift,Ed Sheeran",77,80,"pop, singer-songwriter pop, uk pop",Pop,Red (Taylor's Version),12/11/2021,04:05,50,61,27,0,47,0,20,-5,F#/G♭ Major,4,13/08/2023,spotify:track:7qEUFOVcxRI19tbT68JcYK,7qEUFOVcxRI19tbT68JcYK,Taylor Swift
92,Starlight (Taylor's Version),Taylor Swift,70,126,pop,Pop,Red (Taylor's Version),12/11/2021,03:40,63,69,0,0,61,0,10,-6,E Major,4,13/08/2023,spotify:track:7A2cNLRT0YJc1yjxHlKihs,7A2cNLRT0YJc1yjxHlKihs,Taylor Swift
93,Begin Again (Taylor's Version),Taylor Swift,73,79,pop,Pop,Red (Taylor's Version),12/11/2021,03:58,52,53,8,0,27,0,10,-8,G Major,4,13/08/2023,spotify:track:05GsNucq8Bngd9fnd4fRa0,05GsNucq8Bngd9fnd4fRa0,Taylor Swift
94,The Moment I Knew (Taylor's Version),Taylor Swift,70,126,pop,Pop,Red (Taylor's Version),12/11/2021,04:45,64,40,5,0,21,0,10,-8,G Major,4,13/08/2023,spotify:track:0NRHj8hDwwmSPaA41o379r,0NRHj8hDwwmSPaA41o379r,Taylor Swift
95,Come Back...Be Here (Taylor's Version),Taylor Swift,74,80,pop,Pop,Red (Taylor's Version),12/11/2021,03:43,46,63,2,0,40,0,0,-6,E Major,4,13/08/2023,spotify:track:4pNApnaUWAL2J4KO2eqokq,4pNApnaUWAL2J4KO2eqokq,Taylor Swift
96,Girl At Home (Taylor's Version),Taylor Swift,68,125,pop,Pop,Red (Taylor's Version),12/11/2021,03:40,69,74,1,0,61,0,10,-7,F Major,4,13/08/2023,spotify:track:0DMVrlMUn01M0IcpDbwgu7,0DMVrlMUn01M0IcpDbwgu7,Taylor Swift
97,State Of Grace (Acoustic Version) (Taylor's Version),Taylor Swift,67,209,pop,Pop,Red (Taylor's Version),12/11/2021,05:21,45,13,66,0,10,0,10,-14,G Major,3,13/08/2023,spotify:track:5jAIouBES8LWMiriuNq170,5jAIouBES8LWMiriuNq170,Taylor Swift
98,Ronan (Taylor's Version),Taylor Swift,65,116,pop,Pop,Red (Taylor's Version),12/11/2021,04:24,62,28,66,0,38,0,10,-11,C Major,4,13/08/2023,spotify:track:7nWui6jiMM2m9qFmET1Mtj,7nWui6jiMM2m9qFmET1Mtj,Taylor Swift
99,Better Man (Taylor's Version) (From The Vault),Taylor Swift,74,74,pop,Pop,Red (Taylor's Version),12/11/2021,04:57,47,58,21,0,26,0,0,-6,E Major,4,13/08/2023,spotify:track:4OmFmE0fzcMG6g0Y8p4eSD,4OmFmE0fzcMG6g0Y8p4eSD,Taylor Swift
100,Nothing New (feat. Phoebe Bridgers) (Taylor's Version) (From The Vault),"Taylor Swift,Phoebe Bridgers",77,102,"pop, indie pop, la indie, pov: indie",Pop,Red (Taylor's Version),12/11/2021,04:18,61,38,82,0,45,0,10,-9,C Major,4,13/08/2023,spotify:track:01K4zKU104LyJ8gMb7227B,01K4zKU104LyJ8gMb7227B,Taylor Swift
101,Babe (Taylor's Version) (From The Vault),Taylor Swift,74,168,pop,Pop,Red (Taylor's Version),12/11/2021,03:44,58,74,5,0,75,0,10,-7,E Major,4,13/08/2023,spotify:track:0v4z1tuZvn6LGknom9Qx7d,0v4z1tuZvn6LGknom9Qx7d,Taylor Swift
102,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,75,116,pop,Pop,Red (Taylor's Version),12/11/2021,03:45,62,79,0,0,49,0,0,-6,G Major,4,13/08/2023,spotify:track:3z6XUommYDWPHeFhmhhT6j,3z6XUommYDWPHeFhmhhT6j,Taylor Swift
103,I Bet You Think About Me (feat. Chris Stapleton) (Taylor's Version) (From The Vault),"Taylor Swift,Chris Stapleton",77,150,"pop, contemporary country, outlaw country","Country, Pop",Red (Taylor's Version),12/11/2021,04:45,39,72,17,0,47,0,10,-5,C Major,3,13/08/2023,spotify:track:4CkgMiMqZ5JzW9iYXSTMTL,4CkgMiMqZ5JzW9iYXSTMTL,Taylor Swift
104,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,70,116,pop,Pop,Red (Taylor's Version),12/11/2021,04:23,61,55,26,0,41,0,10,-6,G Major,4,13/08/2023,spotify:track:3oGVx9RBmiYGv5ZCecWLkx,3oGVx9RBmiYGv5ZCecWLkx,Taylor Swift
105,Run (feat. Ed Sheeran) (Taylor's Version) (From The Vault),"Taylor Swift,Ed Sheeran",71,125,"pop, singer-songwriter pop, uk pop",Pop,Red (Taylor's Version),12/11/2021,04:00,61,49,82,0,44,0,30,-7,D#/E♭ Major,4,13/08/2023,spotify:track:4IQkfUsrwXol38VV3U7t7T,4IQkfUsrwXol38VV3U7t7T,Taylor Swift
106,The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,77,121,pop,Pop,Red (Taylor's Version),12/11/2021,03:20,68,73,0,0,58,0,10,-5,G Major,4,13/08/2023,spotify:track:6pYNq0ZwpPVazKzsqpf0G8,6pYNq0ZwpPVazKzsqpf0G8,Taylor Swift
107,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,87,93,pop,Pop,Red (Taylor's Version),12/11/2021,10:13,63,52,27,0,21,0,0,-9,C Major,4,13/08/2023,spotify:track:5enxwA8aAbwZbf5qCHORXi,5enxwA8aAbwZbf5qCHORXi,Taylor Swift
108,Eyes Open (Taylor's Version),Taylor Swift,69,137,pop,Pop,Eyes Open (Taylor's Version),12/11/2021,04:03,57,77,0,0,26,0,10,-7,G Major,4,13/08/2023,spotify:track:2NIBaWXdjaTDmytjjwbEfP,2NIBaWXdjaTDmytjjwbEfP,Taylor Swift
109,Safe & Sound (feat. Joy Williams and John Paul White) (Taylor's Version),"Taylor Swift,Joy Williams,John Paul White",73,145,"pop, acoustic pop, christian indie, nashville americana, nashville singer-songwriter, new americana, alabama indie","Pop, Country",Safe & Sound (Taylor's Version),12/11/2021,03:59,41,31,78,0,22,0,0,-11,G Major,4,13/08/2023,spotify:track:2RJnNdu4pb3MypbBroHU0T,2RJnNdu4pb3MypbBroHU0T,Taylor Swift
110,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,Taylor Swift,65,93,pop,Pop,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,18/11/2021,09:58,59,29,84,0,19,0,10,-10,C Major,4,13/08/2023,spotify:track:1n3b9Eekoy3S9ZSZ5DmTW1,1n3b9Eekoy3S9ZSZ5DmTW1,Taylor Swift
111,Message In A Bottle (Fat Max G Remix) (Taylor's Version),"Taylor Swift,Fat Max Gsus",0,116,"pop, ",Pop,Message In A Bottle (Fat Max G Remix) (Taylor's Version),21/01/2022,03:44,68,73,0,0,34,0,20,-4,D Major,4,13/08/2023,spotify:track:1yYkset0nTuUteJQMl5Tx0,1yYkset0nTuUteJQMl5Tx0,Taylor Swift
112,All Too Well (10 Minute Version) (The Short Film),Taylor Swift,58,93,pop,Pop,All Too Well (10 Minute Version) (The Short Film),11/06/2022,11:26,63,52,32,0,19,0,0,-10,C Major,4,13/08/2023,spotify:track:1u4HUiREUR6vX1W1RYG2Tm,1u4HUiREUR6vX1W1RYG2Tm,Taylor Swift
113,Welcome To New York,Taylor Swift,69,117,pop,Pop,1989,27/10/2014,03:32,79,63,4,0,62,0,30,-5,G Major,4,13/08/2023,spotify:track:6qnM0XXPZOINWA778uNqQ9,6qnM0XXPZOINWA778uNqQ9,"Big Machine Records, LLC"
114,Blank Space,Taylor Swift,83,96,pop,Pop,1989,27/10/2014,03:51,75,68,9,0,58,0,10,-5,F Major,4,13/08/2023,spotify:track:1p80LdxRV74UKvL8gnD7ky,1p80LdxRV74UKvL8gnD7ky,"Big Machine Records, LLC"
115,Style,Taylor Swift,83,95,pop,Pop,1989,27/10/2014,03:51,60,79,0,0,46,0,10,-6,D Major,4,13/08/2023,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,4lIxdJw6W3Fg4vUIYCB0S5,"Big Machine Records, LLC"
116,Out Of The Woods,Taylor Swift,72,92,pop,Pop,1989,27/10/2014,03:55,55,84,0,0,34,0,30,-7,G Major,4,13/08/2023,spotify:track:5OndtwLGA9O6XHFcGm2H7r,5OndtwLGA9O6XHFcGm2H7r,"Big Machine Records, LLC"
117,All You Had To Do Was Stay,Taylor Swift,69,97,pop,Pop,1989,27/10/2014,03:13,60,74,0,0,47,0,10,-6,F Major,4,13/08/2023,spotify:track:0dAb8TY433dl3ZfXYCLE19,0dAb8TY433dl3ZfXYCLE19,"Big Machine Records, LLC"
118,Shake It Off,Taylor Swift,79,160,pop,Pop,1989,27/10/2014,03:39,65,79,6,0,94,10,10,-5,G Major,4,13/08/2023,spotify:track:5xTtaWoae3wi06K5WfVUUH,5xTtaWoae3wi06K5WfVUUH,"Big Machine Records, LLC"
119,I Wish You Would,Taylor Swift,63,118,pop,Pop,1989,27/10/2014,03:27,65,90,2,0,50,0,10,-6,C Major,4,13/08/2023,spotify:track:3wmN11qXGL0HyPojvEE1D9,3wmN11qXGL0HyPojvEE1D9,"Big Machine Records, LLC"
120,Bad Blood,Taylor Swift,76,170,pop,Pop,1989,27/10/2014,03:31,65,80,9,0,30,10,10,-6,G Major,4,13/08/2023,spotify:track:273dCMFseLcVsoSWx59IoE,273dCMFseLcVsoSWx59IoE,"Big Machine Records, LLC"
121,Wildest Dreams (Taylor's Version),Taylor Swift,87,140,pop,Pop,Wildest Dreams (Taylor's Version),17/09/2021,03:40,58,67,4,0,50,0,10,-7,G#/A♭ Major,4,13/08/2023,spotify:track:1Ov37jtRQ2YNAe8HzfczkL,1Ov37jtRQ2YNAe8HzfczkL,Taylor Swift
122,How You Get The Girl,Taylor Swift,61,120,pop,Pop,1989,27/10/2014,04:07,76,66,0,0,52,0,0,-6,F Major,4,13/08/2023,spotify:track:4dYUOfmWna6DFccnz732n8,4dYUOfmWna6DFccnz732n8,"Big Machine Records, LLC"
123,This Love (Taylor's Version),Taylor Swift,79,144,pop,Pop,This Love (Taylor's Version),06/05/2022,04:10,47,49,30,0,5,0,0,-9,E Major,4,13/08/2023,spotify:track:4d1CG5ei1E2vGbvmgf5KKv,4d1CG5ei1E2vGbvmgf5KKv,Taylor Swift
124,I Know Places,Taylor Swift,59,160,pop,Pop,1989,27/10/2014,03:15,60,76,23,0,51,0,20,-5,C Major,4,13/08/2023,spotify:track:3jBMHD19RZdAqG9iFQh7xc,3jBMHD19RZdAqG9iFQh7xc,"Big Machine Records, LLC"
125,Clean,Taylor Swift,61,104,pop,Pop,1989,27/10/2014,04:31,81,38,24,0,22,0,10,-8,E Major,4,13/08/2023,spotify:track:06WgOCf0LV2h4keYXDRnuh,06WgOCf0LV2h4keYXDRnuh,"Big Machine Records, LLC"
126,Wonderland,Taylor Swift,73,184,pop,Pop,1989 (Deluxe Edition),27/10/2014,04:05,42,69,5,0,20,0,10,-5,D#/E♭ Major,4,13/08/2023,spotify:track:6iWMI5oOhWrDbLbjmwTWFq,6iWMI5oOhWrDbLbjmwTWFq,"Big Machine Records, LLC"
127,You Are In Love,Taylor Swift,72,170,pop,Pop,1989 (Deluxe Edition),27/10/2014,04:27,47,48,71,0,32,0,0,-9,D Major,4,13/08/2023,spotify:track:4A2LfnduSTsE8u0ecYROxE,4A2LfnduSTsE8u0ecYROxE,"Big Machine Records, LLC"
128,New Romantics,Taylor Swift,77,122,pop,Pop,1989 (Deluxe Edition),27/10/2014,03:50,63,89,0,0,58,0,0,-6,F Major,4,13/08/2023,spotify:track:6rZVy6FIG7lSJQMFXHo12z,6rZVy6FIG7lSJQMFXHo12z,"Big Machine Records, LLC"
129,Bad Blood,"Taylor Swift,Kendrick Lamar",75,170,"pop, conscious hip hop, hip hop, rap, west coast rap",Pop,Bad Blood,17/05/2015,03:20,65,66,3,0,22,10,10,-7,B Minor,4,13/08/2023,spotify:track:6xsEAm6w9oMQYYg3jkEkMT,6xsEAm6w9oMQYYg3jkEkMT,"Big Machine Records, LLC"
130,I Don't Wanna Live Forever (Fifty Shades Darker),"ZAYN,Taylor Swift",69,118,"pop, uk pop",Pop,Fifty Shades Darker (Original Motion Picture Soundtrack),10/02/2017,04:05,73,44,6,0,10,0,20,-8,C Major,4,13/08/2023,spotify:track:2y5aJvzXhHPA94U5GFAcXe,2y5aJvzXhHPA94U5GFAcXe,Fifty Shades Darker
131,...Ready For It?,Taylor Swift,85,160,pop,Pop,reputation,10/11/2017,03:28,61,76,5,0,42,10,20,-7,D Major,4,13/08/2023,spotify:track:2yLa0QULdQr0qAIvVwN6B5,2yLa0QULdQr0qAIvVwN6B5,"Big Machine Records, LLC"
132,End Game,"Taylor Swift,Ed Sheeran,Future",81,159,"pop, singer-songwriter pop, uk pop, atl hip hop, hip hop, rap, southern hip hop, trap",Pop,reputation,10/11/2017,04:04,65,59,1,0,15,0,10,-6,D Major,4,13/08/2023,spotify:track:2x0WlnmfG39ZuDmstl9xfX,2x0WlnmfG39ZuDmstl9xfX,"Big Machine Records, LLC"
133,I Did Something Bad,Taylor Swift,82,83,pop,Pop,reputation,10/11/2017,03:58,70,60,7,0,31,10,0,-6,C Minor,4,13/08/2023,spotify:track:4svZDCRz4cJoneBpjpx8DJ,4svZDCRz4cJoneBpjpx8DJ,"Big Machine Records, LLC"
134,Don't Blame Me,Taylor Swift,91,136,pop,Pop,reputation,10/11/2017,03:56,62,53,11,0,19,0,0,-7,A Minor,4,13/08/2023,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,1R0a2iXumgCiFb7HEZ7gUE,"Big Machine Records, LLC"
135,Delicate,Taylor Swift,87,95,pop,Pop,reputation,10/11/2017,03:52,75,40,22,0,5,0,0,-10,A Minor,4,13/08/2023,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,6NFyWDv5CjfwuzoCkw47Xf,"Big Machine Records, LLC"
136,Look What You Made Me Do,Taylor Swift,86,128,pop,Pop,reputation,10/11/2017,03:31,77,71,20,0,51,10,10,-6,A Minor,4,13/08/2023,spotify:track:1P17dC1amhFzptugyAO7Il,1P17dC1amhFzptugyAO7Il,"Big Machine Records, LLC"
137,So It Goes...,Taylor Swift,77,75,pop,Pop,reputation,10/11/2017,03:47,57,61,12,0,37,0,10,-7,D Major,4,13/08/2023,spotify:track:5PxFv9yJEg9dxvbZggykro,5PxFv9yJEg9dxvbZggykro,"Big Machine Records, LLC"
138,Gorgeous,Taylor Swift,85,92,pop,Pop,reputation,10/11/2017,03:29,80,54,7,0,45,10,20,-7,G Major,4,13/08/2023,spotify:track:1ZY1PqizIl78geGM4xWlEA,1ZY1PqizIl78geGM4xWlEA,"Big Machine Records, LLC"
139,Getaway Car,Taylor Swift,87,172,pop,Pop,reputation,10/11/2017,03:53,56,69,0,0,35,10,0,-7,D Major,4,13/08/2023,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,0VE4kBnHJUgtMf0dy6DRmW,"Big Machine Records, LLC"
140,King Of My Heart,Taylor Swift,80,110,pop,Pop,reputation,10/11/2017,03:34,68,70,1,0,31,0,0,-8,C Major,4,13/08/2023,spotify:track:7HuBDWi18s4aJM8UFnNheH,7HuBDWi18s4aJM8UFnNheH,"Big Machine Records, LLC"
141,Dancing With Our Hands Tied,Taylor Swift,79,160,pop,Pop,reputation,10/11/2017,03:31,62,69,6,0,28,20,10,-7,C Minor,4,13/08/2023,spotify:track:7I7JbDv63ZJJsSi24DyJrz,7I7JbDv63ZJJsSi24DyJrz,"Big Machine Records, LLC"
142,Dress,Taylor Swift,82,120,pop,Pop,reputation,10/11/2017,03:50,72,47,3,0,9,0,10,-9,C Major,4,13/08/2023,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,6oVxXO5oQ4pTpO8RSnkzvv,"Big Machine Records, LLC"
143,This Is Why We Can't Have Nice Things,Taylor Swift,78,164,pop,Pop,reputation,10/11/2017,03:27,57,79,2,0,44,10,30,-6,F Major,4,13/08/2023,spotify:track:07NxDD1iKCHbAldceD7QLP,07NxDD1iKCHbAldceD7QLP,"Big Machine Records, LLC"
144,Call It What You Want,Taylor Swift,82,164,pop,Pop,reputation,10/11/2017,03:23,60,50,19,0,25,0,30,-10,A Major,4,13/08/2023,spotify:track:1GwMQaZz6Au3QLDbjbMdme,1GwMQaZz6Au3QLDbjbMdme,"Big Machine Records, LLC"
145,New Year's Day,Taylor Swift,77,95,pop,Pop,reputation,10/11/2017,03:55,66,15,92,0,23,0,10,-13,C Major,4,13/08/2023,spotify:track:7F5oktn5YOsR9eR5YsFtqb,7F5oktn5YOsR9eR5YsFtqb,"Big Machine Records, LLC"
146,Delicate - Recorded at The Tracking Room Nashville,Taylor Swift,66,91,pop,Pop,Spotify Singles,13/04/2018,03:48,66,45,58,0,43,0,10,-8,C Major,4,13/08/2023,spotify:track:1Fj0T1XKuhRu7EZzJ7NJIK,1Fj0T1XKuhRu7EZzJ7NJIK,"Big Machine Records, LLC"
147,September - Recorded at The Tracking Room Nashville,Taylor Swift,67,107,pop,Pop,Spotify Singles,13/04/2018,03:07,64,44,41,0,59,0,10,-6,F#/G♭ Major,4,13/08/2023,spotify:track:5eGX87IiKsGuzS3iw4CfCX,5eGX87IiKsGuzS3iw4CfCX,"Big Machine Records, LLC"
148,Delicate - Seeb Remix,"Taylor Swift,Seeb",63,106,"pop, pop dance",Pop,Delicate (Seeb Remix),08/06/2018,02:53,68,82,10,0,57,0,0,-4,C Major,4,13/08/2023,spotify:track:2Sy2oGjP5RYB4cLVoDU0Gz,2Sy2oGjP5RYB4cLVoDU0Gz,"Big Machine Records, LLC"
149,...Ready For It? - BloodPop Remix,"Taylor Swift,BloodPop",56,160,"pop, electropop",Pop,...Ready For It? (BloodPop® Remix),01/12/2017,03:09,58,84,13,0,50,20,10,-5,G Major,4,13/08/2023,spotify:track:1Ygm9KdH3wbzDekO8JgxcW,1Ygm9KdH3wbzDekO8JgxcW,"Big Machine Records, LLC"
150,Delicate - Sawyr And Ryan Tedder Mix,"Taylor Swift,Sawyr,Ryan Tedder",50,102,"pop, ",Pop,Delicate (Sawyr And Ryan Tedder Mix),25/05/2018,03:04,69,55,2,0,25,0,10,-7,C Major,4,13/08/2023,spotify:track:6SYwJcqaltK2WFRmD1unUV,6SYwJcqaltK2WFRmD1unUV,"Big Machine Records, LLC"
151,Big Star (with Taylor Swift) - Live,"Kenny Chesney,Taylor Swift",48,120,"contemporary country, country, country road, pop","Country, Pop",Live in No Shoes Nation,27/10/2017,05:06,56,98,1,0,52,0,90,-5,C Major,4,13/08/2023,spotify:track:7JKwboSAWRHJI5U1XGTqS3,7JKwboSAWRHJI5U1XGTqS3,"Blue Chair Records, LLC / Columbia Nashville"
152,I Forgot That You Existed,Taylor Swift,78,93,pop,Pop,Lover,23/08/2019,02:50,66,32,30,0,54,50,0,-10,F Major,4,13/08/2023,spotify:track:43rA71bccXFGD4C8GOpIlN,43rA71bccXFGD4C8GOpIlN,Taylor Swift
153,Cruel Summer,Taylor Swift,100,170,pop,Pop,Lover,23/08/2019,02:58,55,70,12,0,56,10,10,-6,A Major,4,13/08/2023,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift
154,Lover,Taylor Swift,91,69,pop,Pop,Lover,23/08/2019,03:41,36,54,49,0,45,0,10,-8,G Major,4,13/08/2023,spotify:track:1dGr1c8CrMLDpV6mPbImSI,1dGr1c8CrMLDpV6mPbImSI,Taylor Swift
155,The Man,Taylor Swift,87,110,pop,Pop,Lover,23/08/2019,03:10,78,66,8,0,63,0,0,-5,C Major,4,13/08/2023,spotify:track:3RauEVgRgj1IuWdJ9fDs70,3RauEVgRgj1IuWdJ9fDs70,Taylor Swift
156,The Archer,Taylor Swift,83,124,pop,Pop,Lover,23/08/2019,03:31,29,57,12,1,17,0,0,-9,C Major,4,13/08/2023,spotify:track:3pHkh7d0lzM2AldUtz2x37,3pHkh7d0lzM2AldUtz2x37,Taylor Swift
157,I Think He Knows,Taylor Swift,80,100,pop,Pop,Lover,23/08/2019,02:53,90,37,1,0,42,0,0,-8,C Major,4,13/08/2023,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,2YWtcWi3a83pdEg3Gif4Pd,Taylor Swift
158,Miss Americana & The Heartbreak Prince,Taylor Swift,84,150,pop,Pop,Lover,23/08/2019,03:54,66,75,3,1,49,0,10,-7,B Minor,4,13/08/2023,spotify:track:214nt20w5wOxJnY462klLw,214nt20w5wOxJnY462klLw,Taylor Swift
159,Paper Rings,Taylor Swift,87,104,pop,Pop,Lover,23/08/2019,03:42,81,72,1,0,87,0,0,-7,A Major,4,13/08/2023,spotify:track:4y5bvROuBDPr5fuwXbIBZR,4y5bvROuBDPr5fuwXbIBZR,Taylor Swift
160,Cornelia Street,Taylor Swift,82,102,pop,Pop,Lover,23/08/2019,04:47,82,62,78,0,25,0,10,-10,C Major,4,13/08/2023,spotify:track:12M5uqx0ZuwkpLp5rJim1a,12M5uqx0ZuwkpLp5rJim1a,Taylor Swift
161,Death By A Thousand Cuts,Taylor Swift,81,94,pop,Pop,Lover,23/08/2019,03:18,71,73,45,0,31,0,30,-7,E Major,4,13/08/2023,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,2dgFqt3w9xIQRjhPtwNk3D,Taylor Swift
162,London Boy,Taylor Swift,82,158,pop,Pop,Lover,23/08/2019,03:10,70,71,2,0,56,0,10,-7,C♯/D♭ Major,4,13/08/2023,spotify:track:1LLXZFeAHK9R4xUramtUKw,1LLXZFeAHK9R4xUramtUKw,Taylor Swift
163,Soon You'll Get Better (feat. The Chicks),"Taylor Swift,The Chicks",74,207,"pop, contemporary country, country, country dawn","Country, Pop",Lover,23/08/2019,03:21,43,18,91,0,42,0,10,-13,C Major,4,13/08/2023,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,4AYtqFyFbX0Xkc2wtcygTr,Taylor Swift
164,False God,Taylor Swift,79,80,pop,Pop,Lover,23/08/2019,03:20,74,32,74,0,35,20,10,-11,B Minor,4,13/08/2023,spotify:track:5hQSXkFgbxjZo9uCwd11so,5hQSXkFgbxjZo9uCwd11so,Taylor Swift
165,You Need To Calm Down,Taylor Swift,84,85,pop,Pop,Lover,23/08/2019,02:51,77,67,1,0,71,0,0,-6,D Major,4,13/08/2023,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift
166,Afterglow,Taylor Swift,83,111,pop,Pop,Lover,23/08/2019,03:43,76,45,13,0,40,0,10,-9,A Major,4,13/08/2023,spotify:track:1SymEzIT3H8UZfibCs3TYi,1SymEzIT3H8UZfibCs3TYi,Taylor Swift
167,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift,Brendon Urie,Panic! At The Disco",81,182,pop,Pop,Lover,23/08/2019,03:13,61,83,3,0,73,0,10,-4,C Major,4,13/08/2023,spotify:track:2Rk4JlNc2TPmZe2af99d45,2Rk4JlNc2TPmZe2af99d45,Taylor Swift
168,It's Nice To Have A Friend,Taylor Swift,73,70,pop,Pop,Lover,23/08/2019,02:30,74,18,97,0,55,0,10,-10,A#/B♭ Major,4,13/08/2023,spotify:track:1SmiQ65iSAbPto6gPFlBYm,1SmiQ65iSAbPto6gPFlBYm,Taylor Swift
169,Daylight,Taylor Swift,85,150,pop,Pop,Lover,23/08/2019,04:53,56,50,81,0,27,0,0,-10,C Major,4,13/08/2023,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,1fzAuUVbzlhZ1lJAx9PtY6,Taylor Swift
170,All Of The Girls You Loved Before,Taylor Swift,87,96,pop,Pop,All Of The Girls You Loved Before,23/08/2019,03:41,72,47,71,0,40,0,10,-10,D Major,3,13/08/2023,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift
171,You Need To Calm Down - Clean Bandit Remix,"Taylor Swift,Clean Bandit",54,95,"pop, uk dance, uk funky",Pop,You Need To Calm Down (Clean Bandit Remix),20/08/2019,02:32,73,88,7,0,74,0,0,-4,D Major,4,13/08/2023,spotify:track:7Bjf96uNizpvXLvNyOJpst,7Bjf96uNizpvXLvNyOJpst,Taylor Swift
172,Lover (Remix) [feat. Shawn Mendes],"Taylor Swift,Shawn Mendes",72,205,"pop, canadian pop, viral pop",Pop,Lover (Remix) [feat. Shawn Mendes],13/11/2019,03:41,45,60,43,0,42,0,0,-7,G Major,3,13/08/2023,spotify:track:3i9UVldZOE0aD0JnyfAZZ0,3i9UVldZOE0aD0JnyfAZZ0,Taylor Swift
173,Lover - First Dance Remix,Taylor Swift,61,68,pop,Pop,Lover (First Dance Remix),26/11/2019,03:53,51,43,69,0,21,0,10,-8,G Major,4,13/08/2023,spotify:track:2msvOEbkK50foYf9BMXr2X,2msvOEbkK50foYf9BMXr2X,Taylor Swift
174,Christmas Tree Farm,Taylor Swift,63,134,pop,Pop,Christmas Tree Farm,06/12/2019,03:48,60,68,6,0,44,0,30,-5,G Major,4,13/08/2023,spotify:track:2mvabkN1i2gLnGAPUVdwek,2mvabkN1i2gLnGAPUVdwek,Taylor Swift
175,Christmas Tree Farm - Recorded Live at the 2019 iHeartRadio Jingle Ball,Taylor Swift,39,134,pop,Pop,Christmas Tree Farm (Recorded Live at the 2019 iHeartRadio Jingle Ball),19/12/2020,04:13,51,74,42,0,53,0,80,-6,C Major,4,13/08/2023,spotify:track:2ziekbazMdLS2Gtdo78RID,2ziekbazMdLS2Gtdo78RID,Taylor Swift
176,Christmas Tree Farm (Old Timey Version),Taylor Swift,44,130,pop,Pop,Christmas Tree Farm (Old Timey Version),22/11/2021,03:52,49,49,40,0,53,0,40,-7,C Major,4,13/08/2023,spotify:track:7r7j12XctfJqZWXsy1Zq9L,7r7j12XctfJqZWXsy1Zq9L,Taylor Swift
177,"Beautiful Ghosts - From The Motion Picture Soundtrack ""Cats""",Taylor Swift,55,176,pop,Pop,Cats: Highlights From The Motion Picture Soundtrack,20/12/2019,04:21,38,22,85,0,22,0,10,-10,E Major,3,13/08/2023,spotify:track:2evEoQAhIMaa9PfjTT5skG,2evEoQAhIMaa9PfjTT5skG,Polydor Records
178,"Macavity - From The Motion Picture Soundtrack Cats""""",Taylor Swift,43,115,pop,Pop,Cats: Highlights From The Motion Picture Soundtrack,20/12/2019,05:11,52,43,12,0,15,10,10,-9,A#/B♭ Major,3,13/08/2023,spotify:track:5zOKuItOTZhRCGtPrDYmlj,5zOKuItOTZhRCGtPrDYmlj,Polydor Records
179,Only The Young - Featured in Miss Americana,Taylor Swift,68,94,pop,Pop,Only The Young (Featured in Miss Americana),31/01/2020,02:37,56,78,0,0,60,0,0,-5,F Minor,4,13/08/2023,spotify:track:2slqvGLwzZZYsT4K4Y1GBC,2slqvGLwzZZYsT4K4Y1GBC,Taylor Swift
180,ME! - Live From Paris,Taylor Swift,53,91,pop,Pop,ME! (Live From Paris),17/05/2020,03:33,55,94,4,0,55,0,90,-7,C Major,4,13/08/2023,spotify:track:5fOV54t6mMYv3H9CsnvU81,5fOV54t6mMYv3H9CsnvU81,Taylor Swift
181,The Archer - Live From Paris,Taylor Swift,57,125,pop,Pop,The Archer (Live From Paris),17/05/2020,03:30,47,54,17,0,10,0,80,-9,C Major,4,13/08/2023,spotify:track:2fgiBCtbWo8pijF6M7pN1i,2fgiBCtbWo8pijF6M7pN1i,Taylor Swift
